,A,B,C,D,E,F
837,56864.57267398178,57961.01023765399,25623.376429775413,56778.31683322961,33344.78112523141,50568.8137839528
838,46936.93852225442,58826.857245993735,35679.86949909867,50489.7765165061,34799.863532336094,60515.91719765751
839,39880.98562495319,72421.55212720198,53634.718312657846,43112.780564571294,54587.7603403798,58206.86778012022
840,54832.27316923285,42883.60151187924,45616.04096019003,38794.69435765267,71853.72095146094,55853.73394027602
841,48085.789184342306,57481.355874079076,45679.023410003545,53956.16423262912,44298.65717070797,51935.88731398685
842,62929.293692555875,44005.58251025925,59696.712047527566,53728.53987629099,57760.89892277713,65065.89723559251
843,61907.69032816307,47859.570499077134,49081.60407718074,64008.85055690804,49586.74962436978,54067.57897964473
844,62798.862835466745,55447.35198997466,45528.60108648728,53228.38792147891,55327.193763260955,59338.14726001095
845,53739.80608183371,46345.87567989706,31467.55705860526,53242.75629513945,32144.79853541819,53922.127947266345
846,46934.24246144785,55385.56325080853,44131.87617922261,58890.17148446961,49343.720945582274,68826.67054779509
847,65222.42321933184,47843.387417717706,65517.680463875484,72462.68059987722,31962.160756319812,60045.9417445001
848,62296.103934522966,67249.12111208733,42380.95694252066,57187.231837578256,37940.17104278285,36580.2653099397
849,54845.33690536894,50004.4744009611,47171.44607748646,72016.17415505346,40152.11576142158,47059.19770256036
850,50757.346498449915,54304.426572456825,52591.531786252424,38403.96892501314,64227.07062613528,45289.11105992478
851,56820.44650830563,50788.05615809814,39144.7790580283,59925.21109270488,60478.70730380265,41395.17808832759
852,41124.984187077986,51772.77934416824,73432.53350701448,59805.73701082601,35009.850880623984,61705.2437269195
853,36879.307081630504,37121.08471873804,41741.92114073121,58465.43512297313,62108.99728527371,47491.41372892784
854,34825.428606249596,62911.02917046494,60481.930210132516,48754.11146280319,38807.08339971828,60692.55464758274
855,51306.37902398018,59792.04563179627,47133.25003925001,40531.607928963036,54906.59450957647,58170.77302109649
856,55365.65320309106,43631.17227069953,52868.341359884755,64955.84349550885,62756.30869217917,47329.89840870389
857,50883.532933560506,50887.685302974074,66949.46081594864,54285.27810617714,56144.82559172064,31638.21335972307
858,56128.01362078743,50058.950191707714,48570.77899776647,58283.25705245564,55703.249583098455,53442.692850194086
859,61962.68523158923,58177.045497971354,50336.13699070979,48805.6166961327,53104.95487020917,63519.76375529838
860,64480.52449878604,50730.12407230566,46225.98063935202,51384.887813951515,48127.643041809744,62861.58942659036
861,42887.73972028363,43262.5691316382,31427.226217959815,44832.76517241034,51838.629675541,52414.46142031261
862,49432.45882577131,30595.08302921161,34215.96002417414,50495.41549853892,48368.79757524463,71350.85536469595
863,60514.302886184465,60295.99796308981,37193.15806776741,41649.54384191955,54322.53580880056,50960.868514049274
864,57359.09151960036,62648.0859796178,59407.007867632914,50810.10269811285,46280.63504724118,64286.275860728514
865,58891.780091917884,22632.798046216747,41731.53120704892,56606.45607124427,28969.450898049134,53589.438134174576
866,47067.91136347959,52695.85454949601,51117.65275073897,49544.1696236401,32558.059489202547,50084.03042648556
867,50660.441662247824,50557.43859089558,51592.10566324197,66805.29340135031,49047.78361371959,84412.09559011398
868,63170.32169877736,63804.338062892,26961.536919589056,59267.49777103531,44661.31220887574,51774.41100612701
869,53384.2597707002,64121.70170862559,37959.68074802063,62841.64927810602,64882.07581854625,50960.779526367354
870,63329.766266339924,48852.28446899994,42444.825161129884,52380.818458654045,42935.84547715168,50250.991658648025
871,67007.23231457296,45544.450240024824,38483.011221342196,49870.77536739421,28712.76269161804,42983.96324354874
872,37922.12580182502,57411.02051954025,56478.68706427023,54054.37483573132,57181.674368401895,62102.32565164458
873,61333.10681135394,57772.79776553704,39086.116382627835,28527.820673743274,36096.949937878875,51173.926530217235
874,58043.888779151595,58795.931234260555,47869.84865832881,42376.3457667802,48063.82193806625,47303.8878858699
875,51454.94938332863,57087.97285023188,35532.956335358685,48574.96544789789,45725.38967987564,71198.40290996054
876,41045.318855202895,50428.16267379956,58921.259577110264,44282.39610005895,55583.04284556619,66625.55026029363
877,68811.96209500574,34919.078483811165,48041.810193946374,51416.944846576094,35842.88201528791,57224.92219605673
878,52249.65869717083,54090.21947059663,50983.093641002844,46340.60795885908,47580.473379523195,61395.03700717176
879,50267.6350855649,50346.436048897995,35136.555541477064,46225.057620509644,48104.85868446312,70013.47140669415
880,70809.5172369819,43049.44622760785,53377.87533038834,50230.38012842318,40032.26596088322,49309.86800593896
881,45001.27846206445,43932.98765961486,37349.18928994586,64387.761129653,57897.33005657066,49431.289931711304
882,46187.88779151388,51605.628229135415,57754.68117021463,63866.703090990515,42019.69927672172,54102.45219014761
883,37396.6513555832,50837.128942394884,62669.65594247596,54262.27232724501,38376.70914762821,49269.8901951986
884,35658.307774148794,51600.96135227719,37446.83109902657,62211.59366379527,58893.075966878285,48282.123326564084
885,53656.7303639564,42328.35082102978,51231.79281937087,51891.43001457732,58521.88397916869,71265.70770364275
886,34929.69300050432,43869.01863471598,37681.564347268926,18381.520394592168,33654.08145191771,51344.22745299072
887,46130.691991305575,54378.168449648874,52584.39134643911,28554.687299494784,43852.68109706112,60787.63818437343
888,56346.71795720729,63522.7146778443,52184.89295184924,39304.94477344581,21305.46874064892,47414.48075999636
889,43670.661770755854,41769.61396987155,54192.582893248735,58074.710911195696,53253.56940448784,60260.93452605236
890,48125.2148405413,39549.25374319851,47570.573817136436,52848.65758253916,37541.71409209544,50281.6253965785
891,47519.71444211153,61177.8634386524,34775.89573756265,53395.08543566979,60420.07483279008,59762.37902698628
892,25066.40405098674,39128.7956521879,57415.18126758609,42815.3699083637,54751.21799524079,48170.921205642895
893,43116.12561230774,47630.74259464765,63783.76987324341,32208.233933542222,64477.63941889907,40638.418663006596
894,49142.69828637705,49617.79021149706,45873.43846240153,56994.121663021964,52229.35338749514,47558.58056097229
895,58634.71103762975,57964.25388455872,36086.07658193213,53251.23172325231,35255.99984081031,76383.12057027179
896,63575.787437710205,72377.84957211924,46934.63330617414,66397.9398733129,38907.033532061454,45475.07256381115
897,56134.77394278308,47284.41867197444,38514.64624121703,53253.54476779674,30923.267036835172,47986.53673026511
898,76719.33418995011,49063.23257807953,48867.764163630345,36428.51049464817,42099.73518857792,62376.128058999486
899,51788.252465625534,54951.929100749934,47320.18884046285,37842.19174914914,53091.360662871266,67759.82360027151
900,63827.46317882362,43364.23823273927,45514.58170950615,32336.37230106147,50140.881595458406,52400.00445669066
901,45498.854306798916,56406.87754331359,59780.800095461556,46348.719633298024,47781.33073283205,65637.2165643221
902,34835.0454110054,50621.514953221005,41522.390793663486,45522.496906827204,31349.617492100762,69594.06187216536
903,69742.36796268774,50965.88956339583,34905.46066218926,43809.0147426132,44244.72611373378,43835.54621871672
904,32381.62943196221,46653.600526521426,52264.012955699385,44924.38021419712,65051.7007699932,65219.573500397106
905,74989.38819165574,49173.531392765064,59734.84295616272,34828.268236184056,26342.766577526185,54531.12406659109
906,37517.11788128584,42943.86747314499,47277.646688528555,31924.65915695088,46530.26446455988,56160.19557791908
907,65509.747766150016,46700.99322189915,37967.44495848462,54522.34498259775,31306.429050746356,67381.81174598834
908,56124.853713659235,56445.365793951394,57065.373985080354,31339.626178189905,45320.85677876595,43251.98584081516
909,43822.71069464409,60854.16804525717,35146.395741287924,51613.80082419396,41533.1735551891,45823.80068367775
910,50499.63586092018,62087.07287835783,60805.14767740657,47432.246101813114,54952.24677919058,58987.98333960403
911,51053.842028920626,48614.55780647233,45290.603048729536,41687.3988541253,39620.91412416991,56120.90025625286
912,37137.04516359495,43012.22091779398,54138.33851879879,64012.373916253404,50027.65007506252,56325.754694015806
913,55989.48757621969,47454.58305088393,52678.515867765054,50746.76289435894,53404.91942204556,41317.424198090535
914,49758.138461318595,48892.274138035886,64485.33346184835,47142.88744534578,49426.010932410216,40662.09126530686
915,37327.381272591214,60820.099329374076,53190.223891643516,39820.62016145695,62608.82092571982,53393.70975211417
916,56885.85081194453,52943.954030172,28020.97559703477,58722.09996682926,40357.13989400011,64178.42874361588
917,65024.153331867565,47762.505776699574,27103.996464771775,44982.96657079639,17607.46304445745,80993.90820022483
918,64101.26146353619,54211.12613327547,57931.73168357562,44574.45690791838,57030.79827562372,52685.80903199898
919,48917.34658692553,42867.53125159434,62287.35792209329,43970.86539692377,54729.81534226271,48764.53720882989
920,36242.269771395564,48892.176405328675,53016.4888739734,55278.0961781701,60277.77690536992,62754.02099115555
921,63619.41876009304,44603.17963241746,58481.78795026676,50849.54625505157,68944.7112652068,34737.549502113296
922,39969.88229340284,65498.22329182711,61939.004067511065,49841.28660805002,47454.50782561086,56840.608474517816
923,54635.456070710825,47602.43185540847,50516.84822784934,43892.04488401727,62399.751652172534,54241.49358911899
924,64587.61479447259,52698.38112622384,48677.04529034867,38398.70720706428,57291.56326942515,45019.81506773245
925,58783.19080327589,51706.52889549944,71767.60493633103,58310.22625477971,47999.170088214494,66752.69318577168
926,66705.51749239494,36785.79911650991,53325.101048893106,36934.22622832371,36539.58210008588,56001.12327178714
927,63879.86164324661,36538.56932057848,46596.57906294505,46403.87687955248,54424.998480735696,59597.18977197448
928,54810.96480333504,66961.95600964988,33561.277445509426,54837.65056276542,36218.658223238264,45943.06192848626
929,48996.57061390523,54993.94908992393,23316.963561367913,47050.00762375739,62812.95778221132,53675.76255699473
930,49620.23349409556,37946.24983063051,48219.02793985844,43551.5918645716,51850.98165748895,56804.14791078353
931,40065.64942980945,47984.016403672955,45676.68497265828,49273.5314269261,39512.38739863007,76408.7710289676
932,42830.423054438084,47812.913172410525,59372.00776007022,52291.79325056568,53368.34941564149,52465.71331950743
933,51824.349290062644,51938.889025093195,53766.66167648737,57685.79670737222,33570.459310591155,52165.64553664719
934,38629.34348585372,72912.55937975936,45167.52127565257,42816.46817931879,61827.921669655356,39030.765649581714
935,54644.551864942696,53802.19483998856,42276.32600000608,52650.950089002865,31685.4712519703,41605.539163593916
936,24890.56712754126,73668.92290663748,68403.93101968792,63290.669952795004,36159.09817698669,59420.40068652875
937,48065.550645339266,65720.17850999869,33063.36812776363,44336.98711291819,36762.323205849316,56616.958588117996
938,62773.86620269036,55129.85358294707,57126.38998021679,52673.37371880004,38711.099146313936,50175.75998611189
939,51077.37294939572,63401.10932261234,62522.10776987945,39735.65149552031,44253.55691853845,72145.96898220613
940,44669.06349622632,56681.524841621605,44668.852982689736,38955.78260884749,49130.63648748411,38212.344452406534
941,59104.21854055647,34778.4400021925,50389.64000068638,42159.372682870075,44122.26511043588,51656.125145805156
942,46532.46674609413,59477.02263745576,44186.222614310136,60726.26272022644,38554.573554139075,70738.92103799808
943,59082.80928713953,64018.68705803381,31751.67754103514,49715.61399967119,45249.90185473065,43671.97423534027
944,37792.671868613674,49056.49900128524,46791.10880100016,50964.67813919159,46049.01102355102,54210.413514250395
945,52817.878689419,39273.95829553647,48444.17614050198,39585.40198181613,49066.77264582501,58833.592518858684
946,61659.384474068436,35454.62845932779,54672.55262433023,46173.83278550763,52774.29594922539,66407.48291088545
947,53173.44827254177,60302.23446492713,51528.456329338835,72259.06033092846,36729.764181750514,44761.91950151693
948,69242.6396185938,40938.53610567651,62438.3842030461,58467.42217522692,60001.33128671188,60403.07212466087
949,57850.93932542868,58730.37897841646,36361.1588613,51656.21973239106,42136.11483003199,49361.97259607985
950,49494.86501595568,64734.01564665428,55395.479932957656,71845.40666689855,42328.425278303,32622.49207298957
951,46742.9880710303,34868.92951183455,44753.96575624042,22185.029647683954,42103.93750938999,58016.92566464343
952,56688.881886322015,54191.89002886662,50329.259841858664,44787.17677146678,34790.95181739399,52086.88864072008
953,41958.79712340966,75496.8218290689,50661.555595588216,38275.7423649044,57781.765408060906,67229.04285918895
954,48289.51911257369,56118.872943533046,50412.18147071202,54885.929367710145,62957.66737673272,49767.895887413295
955,49362.4577688597,72349.25744899963,34321.75269453462,46184.04570146234,55752.65590300992,62371.537250516616
956,36070.36313188932,53085.82373292493,49764.09054683001,53588.65159765301,41624.651395876564,51349.498214482
957,40805.40314567167,55999.92696749242,43332.56167221252,56999.11099045052,62576.64427595528,53634.772192879194
958,55759.92904717711,53227.1140607011,38831.993210728964,50425.92104838457,56830.28091364635,46941.09597973632
959,41897.56178925043,41697.26387984608,60970.56793027399,68455.0926651997,57211.44995339213,55321.10220882589
960,45886.105255568065,53466.46620405451,54932.69989048422,49356.181241455895,55096.542944122455,58393.16810248598
961,47671.32443807015,56481.93301578544,66733.29204146506,57666.23714740752,61382.12381321982,48378.97200197675
962,64600.85743311044,36850.770445874274,26774.39766109088,39441.291955675726,55298.814462114824,50756.90815902782
963,61153.57750287521,47744.68750575222,43776.947712479865,52376.00450683428,47138.063013227606,45864.274177732055
964,48253.54177484062,28295.068038722966,42491.50859615694,40811.28128959486,51385.76935980506,81884.3954682964
965,36647.217587874824,47346.13724137173,45308.95830568562,32874.62992460011,37433.15750586307,46583.458572437914
966,54757.33159936785,44203.868964549445,41254.556081971314,34103.227719609655,25746.436140393133,62965.42545168738
967,41167.3980406606,59127.88605785817,54603.404730031936,56629.21618829246,51734.08741482617,55174.772383440286
968,53905.01760918398,39424.34108541613,34109.11419696199,48947.46445374339,56217.34166356848,49843.248131702305
969,61194.06473285124,37984.58876274067,30123.150147978515,45008.44185311519,51313.20265652461,50729.91065441976
970,70766.32391542276,60296.18439467042,48820.933366132245,46346.63077210926,46078.514702022556,71777.87203956452
971,58072.38893463548,48834.19228359221,28798.725398895327,56808.66346198305,22710.384997772784,63219.18814520826
972,41188.86302176714,61804.40932641633,33365.46144889101,65501.63198090799,58746.61304160796,60204.13014656991
973,50298.457168395566,32996.62565037724,49998.86889743675,55269.9991766631,28426.919390649193,60131.566630318885
974,63459.49202488002,45861.37934914368,60622.15218373819,37916.755337266506,56551.36990576308,58307.376783871274
975,64594.18474800533,54793.31877484826,44238.52128694165,52418.30860351211,45527.370289303726,53375.04278368688
976,61549.504307177056,43383.716182348,39789.21336925366,41343.71408441234,56094.93106458344,45923.20172155784
977,52604.895635499306,61440.789335297886,49981.65714803619,39865.98253880864,52183.12840407458,43490.761086409686
978,47115.16197984869,64335.3600808697,46275.96535892939,53927.30622736544,48689.07796156567,41888.28915968553
979,48889.58106259095,64553.09452949226,42040.05964314533,41317.71600354634,65987.94982875818,71941.69918418281
980,55971.136328485205,49725.396190246924,59368.23813613295,43630.94485203987,44445.98244821837,58280.078240909
981,46402.40013937017,63784.569944865216,36679.06853935846,36553.60391668594,47780.290369836206,54981.26406979504
982,60332.27516595322,55162.14154571372,48970.72513506964,62628.257840483726,52581.42721700165,52092.5156518952
983,42276.324904511064,51005.83475963796,28413.645271653782,53589.234268680426,56848.61009251897,52403.79219827342
984,52048.108727381754,54672.04823354575,47072.23590738801,38092.77047352705,41618.48841868041,73701.44641604729
985,46273.74492622061,51259.39649076874,35494.66127076327,54042.18524883893,70100.53418042342,56618.001167916904
986,69315.57493460985,62689.15049589658,40790.363702577,49983.5755219163,46802.80869229839,68407.60402698626
987,64518.140511326914,54809.74328243541,56492.532077192904,48870.15047522057,42879.003540781356,43438.6231480956
988,52468.15846130186,53973.04099530155,52924.10608686046,41760.93989180459,28364.81595440738,57685.59732766238
989,55635.737591354366,60375.94306845821,35462.18952803384,51706.55108991064,30099.788118078344,62318.53504759044
990,42191.601128003575,82262.43823612355,43030.970505715915,61746.52274975615,52776.01806768351,44492.72779176024
991,45807.95364786905,61395.14045974499,49313.841136959374,53746.46212145166,38967.34069636004,40046.5443429076
992,44591.22728150641,64172.63275534194,53615.38667384992,49044.964268285235,42110.02582250301,58236.276384569464
993,39569.29602123817,36124.453559956695,50301.124481859515,53818.0997728667,42827.04502524679,43606.00382033091
994,47887.11089121235,64405.243417077945,45308.34170566949,57377.21192911546,53501.61596558563,65811.48716923925
995,48814.87895141557,48521.308219304105,59882.242719568705,40208.912290930195,36752.40570822715,44515.48778866024
996,54080.07022917034,51806.47411542876,41419.752819803936,38315.265972383684,29509.738173332327,55717.66144329881
997,62018.43415488191,55854.314554647266,43384.519758960945,41672.77086398317,39827.39158361252,50216.489488145235
998,68698.72932011745,58638.97100964836,32382.42076064133,45638.02452862948,57422.90179902439,53312.13173916039
999,57620.2123388206,54685.09927361869,38880.05748401767,40146.35413507493,54865.35895558087,49489.08324313775
